ID_Pesquisa,Data_Resposta,Nota_NPS,Estado,Motivo_Principal,ID_Sistema_Feedback,Classificacao_NPS
SRV-003621,2025-06-05,7,CE,Preço,90138,Neutro
SRV-003622,2025-11-19,10,CE,Qualidade do Produto,98672,Promotor
SRV-003623,2025-07-25,0,ES,Atendimento,76481,Detrator
SRV-003624,2025-10-01,3,BA,Atendimento,95348,Detrator
SRV-003625,2025-06-04,8,SP,Tempo de Entrega,83509,Neutro
SRV-003626,2025-06-28,8,MT,Qualidade do Produto,33552,Neutro
SRV-003627,2025-03-01,4,PA,Preço,24118,Detrator
SRV-003628,2025-03-15,3,RJ,Preço,21290,Detrator
SRV-003629,2025-02-18,2,SP,Variedade,35123,Detrator
SRV-003630,2025-09-28,2,MT,Variedade,91919,Detrator
SRV-003631,2025-03-14,4,RS,Tempo de Entrega,69551,Detrator
SRV-003632,2025-07-15,9,RJ,Preço,62136,Promotor
SRV-003633,2025-06-28,0,SP,Tempo de Entrega,73886,Detrator
SRV-003634,2025-02-17,4,PA,Qualidade do Produto,85902,Detrator
SRV-003635,2025-03-13,5,MS,Atendimento,77333,Detrator
SRV-003636,2025-04-23,6,SC,Preço,54016,Detrator
SRV-003637,2025-09-02,8,SC,Qualidade do Produto,31427,Neutro
SRV-003638,2025-11-05,2,CE,Preço,12257,Detrator
SRV-003639,2025-06-08,1,RJ,Variedade,77733,Detrator
SRV-003640,2025-10-01,2,PA,Tempo de Entrega,18222,Detrator
SRV-003641,2025-09-25,8,SP,Variedade,35187,Neutro
SRV-003642,2025-10-31,6,AM,Atendimento,89688,Detrator
SRV-003643,2025-01-30,8,CE,Variedade,30781,Neutro
SRV-003644,2025-04-07,1,MG,Preço,21004,Detrator
SRV-003645,2025-09-08,4,CE,Variedade,67600,Detrator
SRV-003646,2025-01-07,3,AM,Preço,35515,Detrator
SRV-003647,2025-04-02,1,PR,Atendimento,90952,Detrator
SRV-003648,2025-04-23,8,SC,Variedade,81688,Neutro
SRV-003649,2025-09-16,8,MG,Tempo de Entrega,82708,Neutro
SRV-003650,2025-04-17,5,PE,Tempo de Entrega,13185,Detrator
SRV-003651,2025-03-04,10,MT,Tempo de Entrega,64476,Promotor
SRV-003652,2025-12-24,5,PR,Variedade,41212,Detrator
SRV-003653,2025-09-28,7,GO,Variedade,84697,Neutro
SRV-003654,2025-07-18,5,RJ,Variedade,58533,Detrator
SRV-003655,2025-12-13,0,CE,Preço,93003,Detrator
SRV-003656,2025-12-03,3,SC,Atendimento,97125,Detrator
SRV-003657,2025-05-26,6,MS,Tempo de Entrega,47630,Detrator
SRV-003658,2025-03-02,1,BA,Preço,78606,Detrator
SRV-003659,2025-04-30,8,MT,Tempo de Entrega,84099,Neutro
SRV-003660,2025-03-02,7,SC,Preço,26585,Neutro
SRV-003661,2025-11-05,7,ES,Variedade,59240,Neutro
SRV-003662,2025-01-26,6,SC,Tempo de Entrega,24772,Detrator
SRV-003663,2025-04-25,3,BA,Variedade,89991,Detrator
SRV-003664,2025-02-09,1,BA,Tempo de Entrega,81835,Detrator
SRV-003665,2025-12-10,2,GO,Qualidade do Produto,85724,Detrator
SRV-003666,2025-04-26,5,CE,Preço,97091,Detrator
SRV-003667,2025-05-16,4,RJ,Qualidade do Produto,27938,Detrator
SRV-003668,2025-10-04,7,BA,Preço,31983,Neutro
SRV-003669,2025-10-26,5,SC,Atendimento,22874,Detrator
SRV-003670,2025-01-21,5,RJ,Tempo de Entrega,70896,Detrator
SRV-003671,2025-01-31,0,SP,Atendimento,56209,Detrator
SRV-003672,2025-09-04,3,SC,Atendimento,42822,Detrator
SRV-003673,2025-01-27,4,GO,Preço,30750,Detrator
SRV-003674,2025-03-14,10,RS,Qualidade do Produto,52083,Promotor
SRV-003675,2025-04-07,2,AM,Variedade,37946,Detrator
SRV-003676,2025-06-10,8,AM,Preço,11552,Neutro
SRV-003677,2025-12-12,0,CE,Variedade,83331,Detrator
SRV-003678,2025-10-27,5,PR,Atendimento,15271,Detrator
SRV-003679,2025-10-26,5,AM,Variedade,90201,Detrator
SRV-003680,2025-10-14,9,CE,Qualidade do Produto,75651,Promotor
SRV-003681,2025-07-31,4,BA,Preço,38994,Detrator
SRV-003682,2025-03-17,4,MT,Qualidade do Produto,37186,Detrator
SRV-003683,2025-05-23,9,GO,Qualidade do Produto,40267,Promotor
SRV-003684,2025-02-03,4,MS,Preço,49140,Detrator
SRV-003685,2025-12-02,5,PE,Qualidade do Produto,34935,Detrator
SRV-003686,2025-01-04,7,ES,Tempo de Entrega,41748,Neutro
SRV-003687,2025-11-24,1,RS,Tempo de Entrega,13837,Detrator
SRV-003688,2025-04-08,5,BA,Tempo de Entrega,74875,Detrator
SRV-003689,2025-08-05,0,GO,Variedade,72694,Detrator
SRV-003690,2025-01-28,3,SC,Qualidade do Produto,19610,Detrator
SRV-003691,2025-07-20,9,RJ,Preço,38615,Promotor
SRV-003692,2025-09-30,2,RS,Preço,86644,Detrator
SRV-003693,2025-11-10,8,GO,Variedade,32347,Neutro
SRV-003694,2025-05-07,2,PE,Preço,44062,Detrator
SRV-003695,2025-07-21,5,PR,Tempo de Entrega,65122,Detrator
SRV-003696,2025-01-09,0,PA,Qualidade do Produto,58431,Detrator
SRV-003697,2025-10-14,5,RJ,Preço,83086,Detrator
SRV-003698,2025-03-29,3,ES,Preço,38205,Detrator
SRV-003699,2025-11-14,7,MG,Atendimento,28459,Neutro
SRV-003700,2025-01-19,10,ES,Atendimento,33750,Promotor
SRV-003701,2025-03-22,8,CE,Atendimento,37729,Neutro
SRV-003702,2025-04-17,3,RS,Qualidade do Produto,48585,Detrator
SRV-003703,2025-11-07,9,CE,Tempo de Entrega,93698,Promotor
SRV-003704,2025-08-18,9,BA,Tempo de Entrega,55635,Promotor
SRV-003705,2025-04-22,5,SP,Tempo de Entrega,54854,Detrator
SRV-003706,2025-08-08,0,GO,Qualidade do Produto,86226,Detrator
SRV-003707,2025-05-03,3,BA,Qualidade do Produto,39104,Detrator
SRV-003708,2025-09-01,6,PR,Atendimento,92293,Detrator
SRV-003709,2025-06-27,0,MS,Preço,24770,Detrator
SRV-003710,2025-03-06,7,RS,Variedade,85993,Neutro
SRV-003711,2025-01-03,9,MT,Variedade,27957,Promotor
SRV-003712,2025-07-26,10,MT,Preço,65178,Promotor
SRV-003713,2025-01-21,5,SP,Atendimento,30828,Detrator
SRV-003714,2025-10-20,4,RJ,Preço,27171,Detrator
SRV-003715,2025-01-15,9,SP,Preço,71465,Promotor
SRV-003716,2025-12-09,10,PR,Variedade,23146,Promotor
SRV-003717,2025-07-25,8,AM,Atendimento,56266,Neutro
SRV-003718,2025-07-21,1,AM,Qualidade do Produto,55939,Detrator
SRV-003719,2025-04-30,4,SC,Variedade,24202,Detrator
SRV-003720,2025-05-17,5,CE,Qualidade do Produto,47142,Detrator
SRV-003721,2025-10-27,6,PE,Atendimento,73828,Detrator
SRV-003722,2025-10-22,4,BA,Preço,97367,Detrator
SRV-003723,2025-01-25,8,RS,Tempo de Entrega,69046,Neutro
SRV-003724,2025-11-08,0,MS,Tempo de Entrega,19849,Detrator
SRV-003725,2025-08-22,6,PR,Atendimento,69272,Detrator
SRV-003726,2025-05-01,9,AM,Tempo de Entrega,30439,Promotor
SRV-003727,2025-03-31,6,PA,Qualidade do Produto,92526,Detrator
SRV-003728,2025-11-16,3,MG,Tempo de Entrega,88872,Detrator
SRV-003729,2025-07-19,8,PE,Atendimento,45344,Neutro
SRV-003730,2025-06-29,10,GO,Atendimento,98489,Promotor
SRV-003731,2025-12-11,4,PR,Qualidade do Produto,63276,Detrator
SRV-003732,2025-03-17,3,MG,Tempo de Entrega,15051,Detrator
SRV-003733,2025-05-17,6,MG,Tempo de Entrega,59474,Detrator
SRV-003734,2025-05-18,3,MG,Preço,85604,Detrator
SRV-003735,2025-01-10,2,AM,Variedade,26967,Detrator
SRV-003736,2025-07-20,8,SC,Atendimento,31773,Neutro
SRV-003737,2025-11-14,10,SP,Preço,84383,Promotor
SRV-003738,2025-12-12,7,MT,Atendimento,80417,Neutro
SRV-003739,2025-08-07,0,ES,Preço,51182,Detrator
SRV-003740,2025-03-01,6,GO,Variedade,73589,Detrator
SRV-003741,2025-05-27,8,BA,Preço,83235,Neutro
SRV-003742,2025-04-17,7,MG,Atendimento,34180,Neutro
SRV-003743,2025-02-07,7,PR,Tempo de Entrega,74372,Neutro
SRV-003744,2025-05-14,5,RJ,Atendimento,61372,Detrator
SRV-003745,2025-08-09,10,PA,Qualidade do Produto,79086,Promotor
SRV-003746,2025-10-30,3,RJ,Qualidade do Produto,32163,Detrator
SRV-003747,2025-05-13,7,MT,Qualidade do Produto,73089,Neutro
SRV-003748,2025-11-30,2,GO,Qualidade do Produto,42934,Detrator
SRV-003749,2025-02-22,8,RS,Variedade,65595,Neutro
SRV-003750,2025-03-03,1,CE,Tempo de Entrega,36592,Detrator
SRV-003751,2025-01-23,1,MG,Tempo de Entrega,33039,Detrator
SRV-003752,2025-02-13,6,PR,Atendimento,74099,Detrator
SRV-003753,2025-11-04,9,MG,Preço,99262,Promotor
SRV-003754,2025-02-15,3,SC,Atendimento,44018,Detrator
SRV-003755,2025-05-27,9,GO,Atendimento,63158,Promotor
SRV-003756,2025-08-04,7,CE,Atendimento,14558,Neutro
SRV-003757,2025-12-06,8,MG,Atendimento,42174,Neutro
SRV-003758,2025-02-16,6,BA,Tempo de Entrega,52631,Detrator
SRV-003759,2025-12-13,4,RJ,Preço,77687,Detrator
SRV-003760,2025-11-04,7,MG,Atendimento,25552,Neutro
SRV-003761,2025-01-24,3,BA,Tempo de Entrega,45065,Detrator
SRV-003762,2025-05-25,1,BA,Atendimento,12614,Detrator
SRV-003763,2025-03-30,10,SP,Qualidade do Produto,44647,Promotor
SRV-003764,2025-06-23,5,BA,Atendimento,67940,Detrator
SRV-003765,2025-03-05,8,CE,Atendimento,10620,Neutro
SRV-003766,2025-04-29,0,RJ,Variedade,33082,Detrator
SRV-003767,2025-08-11,10,MS,Qualidade do Produto,31891,Promotor
SRV-003768,2025-06-05,9,RS,Preço,72395,Promotor
SRV-003769,2025-06-27,6,SC,Atendimento,60955,Detrator
SRV-003770,2025-11-16,9,RJ,Preço,42314,Promotor
SRV-003771,2025-12-08,8,PR,Qualidade do Produto,33500,Neutro
SRV-003772,2025-02-25,9,RS,Atendimento,63685,Promotor
SRV-003773,2025-02-28,8,BA,Variedade,74783,Neutro
SRV-003774,2025-08-08,9,MG,Tempo de Entrega,60189,Promotor
SRV-003775,2025-07-04,10,SP,Variedade,29567,Promotor
SRV-003776,2025-02-16,2,GO,Variedade,35978,Detrator
SRV-003777,2025-04-12,10,RS,Tempo de Entrega,86089,Promotor
SRV-003778,2025-02-13,4,GO,Tempo de Entrega,19630,Detrator
SRV-003779,2025-01-15,7,PR,Tempo de Entrega,22003,Neutro
SRV-003780,2025-08-24,7,PR,Atendimento,51444,Neutro
SRV-003781,2025-12-27,3,RS,Preço,96184,Detrator
SRV-003782,2025-02-20,10,SP,Preço,41607,Promotor
SRV-003783,2025-11-05,10,BA,Tempo de Entrega,34821,Promotor
SRV-003784,2025-02-03,0,MS,Variedade,24601,Detrator
SRV-003785,2025-05-04,0,AM,Qualidade do Produto,55904,Detrator
SRV-003786,2025-03-18,3,CE,Tempo de Entrega,81657,Detrator
SRV-003787,2025-05-03,5,PA,Variedade,48557,Detrator
SRV-003788,2025-07-24,7,PR,Variedade,62523,Neutro
SRV-003789,2025-08-16,5,BA,Atendimento,91846,Detrator
SRV-003790,2025-03-11,8,CE,Atendimento,60502,Neutro
SRV-003791,2025-08-18,8,PA,Preço,32098,Neutro
SRV-003792,2025-01-21,1,CE,Preço,55902,Detrator
SRV-003793,2025-04-18,9,PR,Qualidade do Produto,99067,Promotor
SRV-003794,2025-12-30,0,MS,Qualidade do Produto,49253,Detrator
SRV-003795,2025-08-29,1,RS,Qualidade do Produto,85516,Detrator
SRV-003796,2025-09-08,4,CE,Qualidade do Produto,54280,Detrator
SRV-003797,2025-05-15,3,MG,Variedade,18951,Detrator
SRV-003798,2025-03-31,3,RJ,Variedade,18117,Detrator
SRV-003799,2025-03-20,8,SC,Preço,35979,Neutro
SRV-003800,2025-06-26,10,PR,Atendimento,84525,Promotor
SRV-003801,2025-10-25,7,PE,Atendimento,26915,Neutro
SRV-003802,2025-11-04,5,CE,Tempo de Entrega,69261,Detrator
SRV-003803,2025-04-12,0,ES,Variedade,82964,Detrator
SRV-003804,2025-12-27,1,MT,Qualidade do Produto,80440,Detrator
SRV-003805,2025-12-01,5,MG,Qualidade do Produto,45677,Detrator
SRV-003806,2025-04-22,10,PE,Tempo de Entrega,59830,Promotor
SRV-003807,2025-06-30,1,BA,Atendimento,62536,Detrator
SRV-003808,2025-04-14,9,SC,Qualidade do Produto,18922,Promotor
SRV-003809,2025-01-16,4,SP,Atendimento,77561,Detrator
SRV-003810,2025-04-06,4,AM,Tempo de Entrega,23220,Detrator
SRV-003811,2025-10-20,5,CE,Atendimento,55958,Detrator
SRV-003812,2025-05-26,5,GO,Atendimento,63380,Detrator
SRV-003813,2025-10-29,5,MS,Atendimento,12766,Detrator
SRV-003814,2025-01-02,1,MT,Qualidade do Produto,94018,Detrator
SRV-003815,2025-04-29,9,SP,Preço,43159,Promotor
SRV-003816,2025-12-09,2,MS,Variedade,20935,Detrator
SRV-003817,2025-04-04,5,SC,Atendimento,13784,Detrator
SRV-003818,2025-07-10,7,GO,Atendimento,98586,Neutro
SRV-003819,2025-01-03,10,MG,Atendimento,30221,Promotor
SRV-003820,2025-04-21,0,MG,Preço,39179,Detrator
SRV-003821,2025-06-26,0,SC,Tempo de Entrega,28069,Detrator
SRV-003822,2025-09-14,10,GO,Qualidade do Produto,45682,Promotor
SRV-003823,2025-12-27,1,MG,Preço,66268,Detrator
SRV-003824,2025-01-22,10,GO,Atendimento,87818,Promotor
SRV-003825,2025-08-08,5,MT,Preço,30110,Detrator
SRV-003826,2025-06-22,8,CE,Preço,41232,Neutro
SRV-003827,2025-08-12,3,SC,Preço,54273,Detrator
SRV-003828,2025-03-06,2,PR,Tempo de Entrega,80487,Detrator
SRV-003829,2025-10-04,7,ES,Variedade,65210,Neutro
SRV-003830,2025-09-06,10,BA,Qualidade do Produto,83191,Promotor
SRV-003831,2025-09-17,9,RJ,Tempo de Entrega,39461,Promotor
SRV-003832,2025-05-11,8,PA,Tempo de Entrega,14610,Neutro
SRV-003833,2025-04-23,10,MS,Variedade,66973,Promotor
SRV-003834,2025-10-13,4,AM,Tempo de Entrega,93004,Detrator
SRV-003835,2025-10-14,8,MT,Preço,17583,Neutro
SRV-003836,2025-07-30,1,RS,Preço,35583,Detrator
SRV-003837,2025-01-20,2,ES,Atendimento,27701,Detrator
SRV-003838,2025-08-03,6,RJ,Tempo de Entrega,16880,Detrator
SRV-003839,2025-11-06,6,PA,Atendimento,99257,Detrator
SRV-003840,2025-09-08,5,RS,Qualidade do Produto,61845,Detrator
SRV-003841,2025-09-28,5,GO,Preço,82417,Detrator
SRV-003842,2025-06-29,1,SP,Qualidade do Produto,13722,Detrator
SRV-003843,2025-07-13,9,ES,Variedade,30077,Promotor
SRV-003844,2025-11-09,5,PE,Preço,90868,Detrator
SRV-003845,2025-03-20,3,AM,Qualidade do Produto,23229,Detrator
SRV-003846,2025-06-29,2,ES,Variedade,83338,Detrator
SRV-003847,2025-06-12,10,MS,Qualidade do Produto,71679,Promotor
SRV-003848,2025-07-21,1,GO,Variedade,97637,Detrator
SRV-003849,2025-01-14,0,MG,Variedade,21439,Detrator
SRV-003850,2025-12-13,10,CE,Preço,45902,Promotor
SRV-003851,2025-09-03,10,CE,Atendimento,12598,Promotor
SRV-003852,2025-01-14,4,RJ,Variedade,14052,Detrator
SRV-003853,2025-04-09,1,AM,Variedade,22741,Detrator
SRV-003854,2025-02-02,1,PA,Preço,79360,Detrator
SRV-003855,2025-09-14,6,MG,Atendimento,46288,Detrator
SRV-003856,2025-02-03,7,SP,Tempo de Entrega,11249,Neutro
SRV-003857,2025-01-19,9,CE,Tempo de Entrega,32970,Promotor
SRV-003858,2025-06-01,7,BA,Atendimento,25565,Neutro
SRV-003859,2025-09-17,3,SP,Qualidade do Produto,66995,Detrator
SRV-003860,2025-06-13,0,MG,Preço,93994,Detrator
SRV-003861,2025-03-18,10,AM,Atendimento,61656,Promotor
SRV-003862,2025-11-10,6,MG,Tempo de Entrega,72134,Detrator
SRV-003863,2025-05-17,0,GO,Variedade,55765,Detrator
SRV-003864,2025-12-25,10,PA,Tempo de Entrega,12014,Promotor
SRV-003865,2025-07-27,3,RJ,Variedade,80480,Detrator
SRV-003866,2025-08-30,7,AM,Preço,24012,Neutro
SRV-003867,2025-03-08,1,PR,Variedade,67498,Detrator
SRV-003868,2025-04-26,5,CE,Atendimento,78776,Detrator
SRV-003869,2025-07-21,5,MG,Variedade,71711,Detrator
SRV-003870,2025-09-07,8,MG,Qualidade do Produto,52530,Neutro
SRV-003871,2025-10-05,4,BA,Atendimento,89267,Detrator
SRV-003872,2025-04-22,9,ES,Preço,28018,Promotor
SRV-003873,2025-11-27,3,ES,Atendimento,27916,Detrator
SRV-003874,2025-08-22,4,MG,Qualidade do Produto,50376,Detrator
SRV-003875,2025-06-25,9,MT,Preço,75046,Promotor
SRV-003876,2025-05-23,10,SP,Tempo de Entrega,68742,Promotor
SRV-003877,2025-02-01,4,BA,Qualidade do Produto,95566,Detrator
SRV-003878,2025-06-30,7,PA,Preço,87125,Neutro
SRV-003879,2025-03-08,9,SP,Variedade,97519,Promotor
SRV-003880,2025-01-04,7,RS,Atendimento,22437,Neutro
SRV-003881,2025-10-13,1,PR,Preço,72146,Detrator
SRV-003882,2025-09-26,6,ES,Atendimento,37618,Detrator
SRV-003883,2025-08-24,7,ES,Variedade,60767,Neutro
SRV-003884,2025-10-04,10,BA,Preço,19705,Promotor
SRV-003885,2025-02-10,5,MT,Tempo de Entrega,67146,Detrator
SRV-003886,2025-05-01,4,MT,Qualidade do Produto,98216,Detrator
SRV-003887,2025-10-02,10,GO,Preço,90912,Promotor
SRV-003888,2025-08-19,8,AM,Variedade,61750,Neutro
SRV-003889,2025-10-31,2,SC,Preço,54379,Detrator
SRV-003890,2025-03-27,9,AM,Atendimento,62682,Promotor
SRV-003891,2025-03-04,3,MS,Preço,74713,Detrator
SRV-003892,2025-07-11,8,SP,Tempo de Entrega,66919,Neutro
SRV-003893,2025-10-20,5,AM,Preço,70384,Detrator
SRV-003894,2025-01-31,7,CE,Qualidade do Produto,61128,Neutro
SRV-003895,2025-11-26,6,BA,Preço,11835,Detrator
SRV-003896,2025-05-26,10,GO,Atendimento,31283,Promotor
SRV-003897,2025-04-17,1,AM,Preço,59506,Detrator
SRV-003898,2025-12-25,2,RJ,Tempo de Entrega,63625,Detrator
SRV-003899,2025-04-20,0,SC,Variedade,45963,Detrator
SRV-003900,2025-10-03,8,PE,Preço,19179,Neutro
SRV-003901,2025-07-29,6,SP,Preço,21955,Detrator
SRV-003902,2025-05-19,0,SC,Qualidade do Produto,17198,Detrator
SRV-003903,2025-03-27,2,BA,Tempo de Entrega,77156,Detrator
SRV-003904,2025-02-13,3,CE,Variedade,54588,Detrator
SRV-003905,2025-03-23,3,GO,Atendimento,21766,Detrator
SRV-003906,2025-03-05,4,RJ,Preço,63570,Detrator
SRV-003907,2025-12-09,2,PR,Variedade,79874,Detrator
SRV-003908,2025-11-17,2,SC,Atendimento,58679,Detrator
SRV-003909,2025-02-24,0,PR,Tempo de Entrega,15301,Detrator
SRV-003910,2025-03-15,6,MG,Tempo de Entrega,25144,Detrator
SRV-003911,2025-05-09,10,ES,Variedade,23784,Promotor
SRV-003912,2025-09-13,9,RS,Atendimento,77959,Promotor
SRV-003913,2025-08-19,0,ES,Tempo de Entrega,18272,Detrator
SRV-003914,2025-05-17,1,PE,Variedade,11573,Detrator
SRV-003915,2025-12-17,3,MT,Tempo de Entrega,34419,Detrator
SRV-003916,2025-12-21,3,MS,Tempo de Entrega,92339,Detrator
SRV-003917,2025-04-22,4,AM,Tempo de Entrega,58555,Detrator
SRV-003918,2025-11-04,10,GO,Qualidade do Produto,15176,Promotor
SRV-003919,2025-05-26,1,GO,Atendimento,46161,Detrator
SRV-003920,2025-02-02,3,CE,Variedade,73440,Detrator
SRV-003921,2025-09-17,0,RJ,Variedade,68862,Detrator
SRV-003922,2025-03-28,1,PR,Atendimento,25164,Detrator
SRV-003923,2025-11-27,0,BA,Atendimento,87758,Detrator
SRV-003924,2025-09-22,9,AM,Atendimento,35379,Promotor
SRV-003925,2025-11-16,9,PR,Atendimento,93552,Promotor
SRV-003926,2025-01-30,3,CE,Preço,28368,Detrator
SRV-003927,2025-08-20,3,MS,Variedade,99041,Detrator
SRV-003928,2025-03-17,6,BA,Preço,42771,Detrator
SRV-003929,2025-05-09,9,BA,Tempo de Entrega,74950,Promotor
SRV-003930,2025-09-28,10,PE,Tempo de Entrega,50245,Promotor
SRV-003931,2025-03-30,10,CE,Variedade,82792,Promotor
SRV-003932,2025-06-19,8,SC,Tempo de Entrega,53327,Neutro
SRV-003933,2025-05-08,8,MS,Atendimento,56454,Neutro
SRV-003934,2025-06-23,4,ES,Preço,56741,Detrator
SRV-003935,2025-01-26,9,MS,Atendimento,41977,Promotor
SRV-003936,2025-03-02,0,MT,Tempo de Entrega,16714,Detrator
SRV-003937,2025-03-08,0,MG,Preço,87237,Detrator
SRV-003938,2025-01-26,5,PA,Atendimento,24891,Detrator
SRV-003939,2025-03-24,1,MS,Variedade,62299,Detrator
SRV-003940,2025-12-30,7,AM,Atendimento,75167,Neutro
SRV-003941,2025-03-01,8,PR,Tempo de Entrega,75124,Neutro
SRV-003942,2025-02-08,3,SC,Preço,68639,Detrator
SRV-003943,2025-05-03,4,MG,Variedade,50912,Detrator
SRV-003944,2025-10-19,10,RJ,Preço,85452,Promotor
SRV-003945,2025-10-04,7,RS,Variedade,78446,Neutro
SRV-003946,2025-10-31,2,MT,Preço,93790,Detrator
SRV-003947,2025-10-09,4,PR,Tempo de Entrega,71516,Detrator
SRV-003948,2025-07-10,2,PE,Variedade,54250,Detrator
SRV-003949,2025-10-19,9,PA,Qualidade do Produto,46116,Promotor
SRV-003950,2025-06-01,2,MG,Preço,93521,Detrator
SRV-003951,2025-08-21,2,AM,Preço,32151,Detrator
SRV-003952,2025-05-26,6,PA,Atendimento,81366,Detrator
SRV-003953,2025-09-28,6,BA,Variedade,54297,Detrator
SRV-003954,2025-12-01,6,SC,Qualidade do Produto,50888,Detrator
SRV-003955,2025-05-14,9,ES,Tempo de Entrega,66195,Promotor
SRV-003956,2025-06-20,7,MS,Atendimento,94010,Neutro
SRV-003957,2025-01-28,4,MS,Qualidade do Produto,81016,Detrator
SRV-003958,2025-05-16,4,PA,Variedade,84979,Detrator
SRV-003959,2025-08-29,3,PE,Qualidade do Produto,64334,Detrator
SRV-003960,2025-12-10,6,PR,Preço,78345,Detrator
SRV-003961,2025-08-16,9,PA,Preço,49761,Promotor
SRV-003962,2025-10-14,3,CE,Atendimento,36930,Detrator
SRV-003963,2025-10-30,1,SC,Variedade,69117,Detrator
SRV-003964,2025-02-03,3,AM,Variedade,33095,Detrator
SRV-003965,2025-01-02,7,PA,Qualidade do Produto,87482,Neutro
SRV-003966,2025-12-28,8,PA,Atendimento,13991,Neutro
SRV-003967,2025-07-14,2,GO,Variedade,33519,Detrator
SRV-003968,2025-04-04,6,PE,Preço,36657,Detrator
SRV-003969,2025-11-24,8,RS,Qualidade do Produto,10826,Neutro
SRV-003970,2025-11-04,10,MS,Tempo de Entrega,52625,Promotor
SRV-003971,2025-05-15,3,PR,Preço,92049,Detrator
SRV-003972,2025-07-23,9,RJ,Atendimento,27801,Promotor
SRV-003973,2025-09-07,2,ES,Variedade,39846,Detrator
SRV-003974,2025-05-27,4,RJ,Preço,49566,Detrator
SRV-003975,2025-12-12,0,MG,Tempo de Entrega,33157,Detrator
SRV-003976,2025-12-14,2,CE,Tempo de Entrega,38363,Detrator
SRV-003977,2025-09-11,7,MS,Atendimento,60559,Neutro
SRV-003978,2025-11-30,10,MG,Preço,15136,Promotor
SRV-003979,2025-06-25,7,ES,Qualidade do Produto,67937,Neutro
SRV-003980,2025-05-05,3,SC,Preço,27421,Detrator
SRV-003981,2025-09-08,1,MS,Tempo de Entrega,88027,Detrator
SRV-003982,2025-05-11,7,MG,Atendimento,17546,Neutro
SRV-003983,2025-02-19,7,CE,Atendimento,81439,Neutro
SRV-003984,2025-04-03,9,AM,Qualidade do Produto,56623,Promotor
SRV-003985,2025-11-06,3,SP,Atendimento,26406,Detrator
SRV-003986,2025-08-08,2,SP,Atendimento,90485,Detrator
SRV-003987,2025-11-30,1,PE,Atendimento,19825,Detrator
SRV-003988,2025-11-30,8,PE,Atendimento,81823,Neutro
SRV-003989,2025-01-20,0,PR,Atendimento,44173,Detrator
SRV-003990,2025-07-24,6,PE,Tempo de Entrega,65619,Detrator
SRV-003991,2025-04-01,4,MT,Preço,93114,Detrator
SRV-003992,2025-12-21,7,RS,Variedade,17923,Neutro
SRV-003993,2025-06-22,3,PE,Atendimento,44374,Detrator
SRV-003994,2025-07-08,6,MS,Variedade,71713,Detrator
SRV-003995,2025-11-08,4,RS,Variedade,51411,Detrator
SRV-003996,2025-01-02,4,PE,Tempo de Entrega,74368,Detrator
SRV-003997,2025-12-27,8,PA,Atendimento,18316,Neutro
SRV-003998,2025-06-17,8,RJ,Variedade,20556,Neutro
SRV-003999,2025-01-24,8,MT,Atendimento,20058,Neutro
SRV-004000,2025-12-31,5,MT,Qualidade do Produto,35482,Detrator
SRV-004001,2025-03-09,5,BA,Qualidade do Produto,54494,Detrator
SRV-004002,2025-07-13,4,RS,Qualidade do Produto,35005,Detrator
SRV-004003,2025-03-25,8,SC,Variedade,94671,Neutro
SRV-004004,2025-07-26,9,PR,Qualidade do Produto,99424,Promotor
SRV-004005,2025-02-18,7,ES,Tempo de Entrega,42481,Neutro
SRV-004006,2025-02-01,6,RS,Tempo de Entrega,38401,Detrator
SRV-004007,2025-11-13,6,MG,Variedade,50431,Detrator
SRV-004008,2025-06-19,5,BA,Atendimento,74459,Detrator
SRV-004009,2025-05-09,4,RJ,Preço,88682,Detrator
SRV-004010,2025-04-12,3,SP,Atendimento,86789,Detrator
SRV-004011,2025-02-04,2,MT,Atendimento,58504,Detrator
SRV-004012,2025-11-03,2,RJ,Atendimento,13223,Detrator
SRV-004013,2025-07-18,5,PE,Atendimento,80977,Detrator
SRV-004014,2025-10-28,3,PR,Preço,50149,Detrator
SRV-004015,2025-03-18,5,MT,Qualidade do Produto,22863,Detrator
SRV-004016,2025-11-17,2,BA,Atendimento,39564,Detrator
SRV-004017,2025-01-14,3,MG,Tempo de Entrega,92189,Detrator
SRV-004018,2025-12-15,8,RS,Variedade,99624,Neutro
SRV-004019,2025-05-11,4,PA,Variedade,32499,Detrator
SRV-004020,2025-08-26,6,RJ,Tempo de Entrega,99218,Detrator
SRV-004021,2025-10-07,9,BA,Atendimento,42132,Promotor
SRV-004022,2025-03-06,1,AM,Preço,14533,Detrator
SRV-004023,2025-05-18,4,RS,Qualidade do Produto,92962,Detrator
SRV-004024,2025-09-26,8,MS,Variedade,90096,Neutro
SRV-004025,2025-08-16,10,PR,Qualidade do Produto,44409,Promotor
SRV-004026,2025-07-20,2,MS,Preço,91461,Detrator
SRV-004027,2025-05-22,8,MT,Variedade,32987,Neutro
SRV-004028,2025-04-10,10,ES,Qualidade do Produto,20633,Promotor
SRV-004029,2025-05-18,5,SP,Preço,66207,Detrator
SRV-004030,2025-06-17,3,PR,Qualidade do Produto,60535,Detrator
SRV-004031,2025-04-09,6,MS,Atendimento,13996,Detrator
