ID_Pedido,Data_Venda,ID_Produto,Quantidade,Faturamento_Bruto,Custo_Total,Regiao,Estado,Forma_Pagamento,Comissao_Percentual,ID_Sist_Antigo
PED-013818,2025-06-07,PROD-115,1,71.58,39.37,Sudeste,MG,Cartão de Débito,0.02,95873
PED-013819,2025-07-30,PROD-128,3,145.14,79.83,Sudeste,RJ,Cartão de Débito,0.05,25014
PED-013820,2025-04-07,PROD-112,1,31.04,17.07,Centro-Oeste,GO,Cartão de Débito,0.05,10023
PED-013821,2025-06-02,PROD-132,2,396.1,308.96,Nordeste,PE,Pix,0.05,22718
PED-013822,2025-01-21,PROD-132,2,439.8,343.04,Sudeste,RJ,Boleto,0.05,80658
PED-013823,2025-11-09,PROD-117,1,31.22,17.17,Nordeste,CE,Cartão de Crédito,0.02,42641
PED-013824,2025-03-31,PROD-116,3,148.86,81.87,Nordeste,PE,Boleto,0.05,68418
PED-013825,2025-02-28,PROD-134,3,728.0,567.84,Centro-Oeste,MT,Pix,0.02,47590
PED-013826,2025-10-19,PROD-125,1,69.26,38.09,Sul,SC,Cartão de Débito,0.02,40103
PED-013827,2025-04-03,PROD-100,1,174.26,135.92,Sul,SC,Cartão de Crédito,0.02,69323
PED-013828,2025-10-17,PROD-132,1,230.11,179.49,Norte,AM,Cartão de Débito,0.02,91817
PED-013829,2025-06-06,PROD-129,1,71.7,39.44,Nordeste,CE,Cartão de Crédito,0.05,56625
PED-013830,2025-07-03,PROD-120,3,131.15,72.13,Nordeste,PE,Pix,0.02,14308
PED-013831,2025-07-27,PROD-128,3,159.27,87.6,Sul,SC,Cartão de Débito,0.05,19641
PED-013832,2025-06-23,PROD-132,2,348.94,272.17,Sudeste,MG,Cartão de Crédito,0.05,93445
PED-013833,2025-06-26,PROD-110,3,107.92,59.36,Sudeste,MG,Pix,0.05,14938
PED-013834,2025-05-24,PROD-102,2,347.94,271.39,Sudeste,SP,Cartão de Crédito,0.05,57461
PED-013835,2025-11-29,PROD-112,2,128.18,70.5,Centro-Oeste,MT,Cartão de Débito,0.05,79423
PED-013836,2025-08-12,PROD-100,1,224.67,175.24,Norte,AM,Cartão de Débito,0.05,59798
PED-013837,2025-05-21,PROD-117,1,45.26,24.89,Sudeste,SP,Pix,0.02,57012
PED-013838,2025-03-21,PROD-109,2,107.49,59.12,Sul,PR,Boleto,0.02,16818
PED-013839,2025-02-08,PROD-123,3,178.94,98.42,Nordeste,PE,Cartão de Crédito,0.05,35655
PED-013840,2025-06-21,PROD-121,1,47.18,25.95,Sudeste,SP,Cartão de Crédito,0.02,57783
PED-013841,2025-05-31,PROD-114,1,43.08,23.69,Nordeste,BA,Cartão de Débito,0.05,36183
PED-013842,2025-03-31,PROD-105,3,658.84,513.9,Norte,PA,Cartão de Débito,0.02,18529
PED-013843,2025-05-24,PROD-108,1,64.09,35.25,Norte,AM,Cartão de Débito,0.02,10387
PED-013844,2025-04-12,PROD-107,3,149.66,82.31,Sudeste,MG,Cartão de Crédito,0.02,27295
PED-013845,2025-09-04,PROD-104,3,636.02,496.1,Sudeste,RJ,Cartão de Crédito,0.02,51046
PED-013846,2025-06-14,PROD-117,3,211.02,116.06,Sudeste,MG,Boleto,0.05,41187
PED-013847,2025-07-20,PROD-127,2,91.17,50.14,Sul,SC,Boleto,0.02,98499
PED-013848,2025-04-18,PROD-126,1,77.63,42.7,Sudeste,SP,Cartão de Débito,0.05,42771
PED-013849,2025-03-05,PROD-120,3,197.9,108.85,Sul,PR,Cartão de Débito,0.02,92801
PED-013850,2025-11-02,PROD-104,2,371.64,289.88,Sul,PR,Pix,0.02,77571
PED-013851,2025-09-12,PROD-106,3,239.53,131.74,Norte,PA,Boleto,0.05,28088
PED-013852,2025-11-10,PROD-135,3,565.43,441.04,Sul,SC,Cartão de Débito,0.02,33891
PED-013853,2025-06-30,PROD-101,3,628.28,490.06,Norte,AM,Boleto,0.02,94100
PED-013854,2025-10-01,PROD-107,1,39.9,21.95,Nordeste,CE,Pix,0.02,11064
PED-013855,2025-03-21,PROD-117,2,140.34,77.19,Norte,AM,Pix,0.05,92658
PED-013856,2025-08-19,PROD-104,3,618.17,482.17,Sudeste,RJ,Cartão de Débito,0.02,83133
PED-013857,2025-06-09,PROD-123,1,80.4,44.22,Centro-Oeste,MS,Pix,0.05,22460
PED-013858,2025-08-23,PROD-131,3,471.49,367.76,Sudeste,MG,Pix,0.05,54338
PED-013859,2025-01-18,PROD-130,3,488.28,380.86,Nordeste,BA,Cartão de Débito,0.05,16594
PED-013860,2025-04-08,PROD-118,1,44.49,24.47,Sul,PR,Cartão de Débito,0.02,95837
PED-013861,2025-03-19,PROD-118,2,142.11,78.16,Sudeste,SP,Boleto,0.02,27065
PED-013862,2025-12-19,PROD-103,2,386.65,301.59,Sudeste,RJ,Boleto,0.05,39030
PED-013863,2025-01-21,PROD-103,1,205.31,160.14,Sudeste,MG,Cartão de Crédito,0.05,91022
PED-013864,2025-04-30,PROD-103,2,408.14,318.35,Sul,SC,Pix,0.05,50070
PED-013865,2025-04-06,PROD-115,3,138.03,75.92,Norte,PA,Pix,0.05,40383
PED-013866,2025-04-13,PROD-116,1,43.54,23.95,Sudeste,SP,Cartão de Crédito,0.05,83002
PED-013867,2025-07-16,PROD-103,1,234.48,182.89,Norte,PA,Cartão de Débito,0.05,75828
PED-013868,2025-05-31,PROD-131,3,480.58,374.85,Nordeste,BA,Cartão de Crédito,0.05,11246
PED-013869,2025-08-24,PROD-125,3,257.01,141.36,Sudeste,MG,Pix,0.05,31099
PED-013870,2025-04-27,PROD-103,1,184.76,144.11,Sudeste,SP,Boleto,0.02,46079
PED-013871,2025-07-29,PROD-113,1,68.46,37.65,Sudeste,MG,Cartão de Débito,0.02,77293
PED-013872,2025-06-21,PROD-110,2,93.73,51.55,Nordeste,BA,Boleto,0.05,45597
PED-013873,2025-08-10,PROD-133,3,519.03,404.84,Sul,PR,Pix,0.05,59951
PED-013874,2025-02-26,PROD-109,2,120.12,66.07,Centro-Oeste,MS,Cartão de Crédito,0.02,24235
PED-013875,2025-06-12,PROD-101,3,724.35,564.99,Sul,SC,Boleto,0.02,76886
PED-013876,2025-05-30,PROD-126,1,47.85,26.32,Nordeste,CE,Cartão de Débito,0.05,15655
PED-013877,2025-03-28,PROD-105,2,410.67,320.32,Centro-Oeste,GO,Cartão de Crédito,0.02,24397
PED-013878,2025-06-15,PROD-124,3,107.67,59.22,Sudeste,RJ,Cartão de Crédito,0.05,87408
PED-013879,2025-08-22,PROD-108,2,137.96,75.88,Sudeste,SP,Cartão de Crédito,0.05,34796
PED-013880,2025-09-15,PROD-104,3,638.88,498.33,Sudeste,SP,Cartão de Débito,0.05,13855
PED-013881,2025-07-01,PROD-123,3,238.92,131.41,Sul,SC,Cartão de Crédito,0.02,79863
PED-013882,2025-01-23,PROD-119,3,215.58,118.57,Nordeste,BA,Pix,0.05,27252
PED-013883,2025-03-05,PROD-120,3,195.18,107.35,Sul,PR,Cartão de Crédito,0.05,88342
PED-013884,2025-07-02,PROD-121,2,121.21,66.67,Sudeste,SP,Cartão de Crédito,0.02,90508
PED-013885,2025-02-08,PROD-104,1,160.55,125.23,Nordeste,BA,Cartão de Débito,0.05,63971
PED-013886,2025-03-20,PROD-106,2,107.88,59.33,Sudeste,SP,Boleto,0.02,36844
PED-013887,2025-02-09,PROD-120,2,88.05,48.43,Sul,RS,Pix,0.05,79293
PED-013888,2025-08-27,PROD-101,1,161.81,126.21,Sul,SC,Boleto,0.05,25891
PED-013889,2025-04-13,PROD-122,2,75.04,41.27,Nordeste,BA,Cartão de Crédito,0.05,45097
PED-013890,2025-12-18,PROD-132,1,166.81,130.11,Nordeste,CE,Cartão de Débito,0.05,10970
PED-013891,2025-05-11,PROD-130,1,195.7,152.65,Sudeste,RJ,Cartão de Crédito,0.02,75002
PED-013892,2025-04-02,PROD-100,1,218.96,170.79,Centro-Oeste,MT,Cartão de Débito,0.05,23045
PED-013893,2025-12-10,PROD-124,3,106.33,58.48,Sudeste,RJ,Cartão de Débito,0.05,23553
PED-013894,2025-10-30,PROD-118,1,76.46,42.05,Nordeste,BA,Cartão de Crédito,0.05,26927
PED-013895,2025-10-17,PROD-108,1,57.89,31.84,Centro-Oeste,MS,Cartão de Crédito,0.02,69308
PED-013896,2025-05-03,PROD-127,3,255.06,140.28,Centro-Oeste,GO,Cartão de Crédito,0.05,13501
PED-013897,2025-05-30,PROD-132,2,467.06,364.31,Sul,RS,Boleto,0.02,40940
PED-013898,2025-06-25,PROD-119,3,107.73,59.25,Sudeste,MG,Pix,0.05,17389
PED-013899,2025-01-16,PROD-119,2,130.78,71.93,Sudeste,RJ,Boleto,0.05,44213
PED-013900,2025-02-11,PROD-135,2,442.86,345.43,Sudeste,SP,Boleto,0.05,83103
PED-013901,2025-05-23,PROD-104,2,396.14,308.99,Sudeste,RJ,Cartão de Débito,0.02,76929
PED-013902,2025-12-20,PROD-123,4,255.75,140.66,Nordeste,PE,Pix,0.05,57716
PED-013903,2025-01-29,PROD-130,3,660.24,514.99,Sul,PR,Boleto,0.05,38410
PED-013904,2025-03-02,PROD-108,2,154.47,84.96,Sudeste,RJ,Cartão de Crédito,0.05,16444
PED-013905,2025-05-14,PROD-129,3,118.24,65.03,Centro-Oeste,MT,Pix,0.02,60813
PED-013906,2025-02-15,PROD-109,1,42.8,23.54,Nordeste,BA,Pix,0.05,25947
PED-013907,2025-01-11,PROD-125,2,97.12,53.42,Centro-Oeste,MT,Cartão de Débito,0.02,16683
PED-013908,2025-06-22,PROD-104,1,208.75,162.83,Sudeste,RJ,Pix,0.02,64707
PED-013909,2025-05-10,PROD-103,3,689.23,537.6,Sudeste,RJ,Cartão de Crédito,0.02,58032
PED-013910,2025-08-26,PROD-127,1,77.6,42.68,Nordeste,PE,Boleto,0.02,67948
PED-013911,2025-09-20,PROD-108,3,220.25,121.14,Centro-Oeste,GO,Cartão de Crédito,0.02,46622
PED-013912,2025-03-28,PROD-131,1,178.88,139.53,Sudeste,SP,Cartão de Débito,0.02,72548
PED-013913,2025-07-23,PROD-132,1,202.68,158.09,Nordeste,CE,Boleto,0.02,42837
PED-013914,2025-06-26,PROD-113,1,56.35,30.99,Centro-Oeste,GO,Cartão de Crédito,0.05,94057
PED-013915,2025-11-26,PROD-117,2,144.51,79.48,Norte,AM,Cartão de Crédito,0.02,30664
PED-013916,2025-12-25,PROD-107,6,237.73,130.75,Sudeste,SP,Boleto,0.02,15739
PED-013917,2025-10-30,PROD-103,1,243.32,189.79,Norte,AM,Cartão de Crédito,0.02,65228
PED-013918,2025-02-11,PROD-124,2,123.25,67.79,Sudeste,MG,Cartão de Débito,0.02,70380
PED-013919,2025-12-12,PROD-134,1,173.11,135.03,Sudeste,RJ,Cartão de Crédito,0.05,14341
PED-013920,2025-12-22,PROD-113,1,79.8,43.89,Sul,RS,Cartão de Débito,0.02,78739
PED-013921,2025-12-23,PROD-135,2,459.21,358.18,Nordeste,CE,Cartão de Débito,0.05,70489
PED-013922,2025-12-04,PROD-131,1,240.68,187.73,Nordeste,PE,Cartão de Débito,0.05,96562
PED-013923,2025-06-10,PROD-131,2,479.09,373.69,Sul,SC,Boleto,0.05,32755
PED-013924,2025-01-08,PROD-102,1,243.11,189.63,Sudeste,SP,Boleto,0.02,63228
PED-013925,2025-12-09,PROD-118,6,297.61,163.69,Sudeste,RJ,Pix,0.05,88328
PED-013926,2025-01-14,PROD-135,1,185.18,144.44,Sudeste,RJ,Boleto,0.02,96458
PED-013927,2025-11-12,PROD-114,2,97.89,53.84,Sudeste,MG,Cartão de Crédito,0.05,82720
PED-013928,2025-07-25,PROD-101,1,195.5,152.49,Norte,PA,Cartão de Débito,0.02,51132
PED-013929,2025-04-19,PROD-121,2,118.49,65.17,Sudeste,MG,Cartão de Débito,0.02,96811
PED-013930,2025-07-17,PROD-120,1,55.52,30.54,Centro-Oeste,GO,Pix,0.02,17743
PED-013931,2025-12-06,PROD-121,4,348.66,191.76,Norte,AM,Cartão de Débito,0.02,44562
PED-013932,2025-09-29,PROD-110,3,212.37,116.8,Nordeste,CE,Cartão de Crédito,0.02,49542
PED-013933,2025-03-13,PROD-131,3,549.74,428.8,Sul,PR,Cartão de Crédito,0.02,13309
PED-013934,2025-04-06,PROD-124,1,58.13,31.97,Sudeste,RJ,Cartão de Débito,0.02,67004
PED-013935,2025-08-22,PROD-110,3,269.84,148.41,Sudeste,SP,Pix,0.05,75665
PED-013936,2025-08-11,PROD-101,3,482.66,376.47,Sul,PR,Boleto,0.05,95307
PED-013937,2025-01-08,PROD-102,2,372.12,290.25,Sudeste,SP,Cartão de Débito,0.02,88450
PED-013938,2025-11-21,PROD-110,1,43.47,23.91,Sudeste,SP,Boleto,0.05,97364
PED-013939,2025-01-05,PROD-122,3,266.7,146.69,Centro-Oeste,MT,Cartão de Crédito,0.05,19104
PED-013940,2025-12-03,PROD-124,2,71.17,39.14,Sudeste,RJ,Cartão de Crédito,0.02,80195
PED-013941,2025-07-06,PROD-113,3,104.83,57.66,Sudeste,RJ,Cartão de Crédito,0.02,22640
PED-013942,2025-10-16,PROD-116,3,189.56,104.26,Nordeste,BA,Pix,0.02,58374
PED-013943,2025-02-25,PROD-125,3,250.7,137.88,Nordeste,PE,Cartão de Crédito,0.05,43926
PED-013944,2025-12-03,PROD-112,1,40.26,22.14,Sudeste,MG,Cartão de Débito,0.05,70368
PED-013945,2025-12-05,PROD-123,6,338.66,186.26,Nordeste,PE,Pix,0.05,40049
PED-013946,2025-03-07,PROD-130,1,223.86,174.61,Sul,PR,Cartão de Crédito,0.05,64970
PED-013947,2025-03-10,PROD-122,3,147.26,80.99,Sudeste,SP,Cartão de Crédito,0.05,10556
PED-013948,2025-11-30,PROD-121,3,249.32,137.13,Sudeste,MG,Boleto,0.02,31671
PED-013949,2025-07-19,PROD-102,2,410.59,320.26,Sul,RS,Cartão de Débito,0.02,80537
PED-013950,2025-07-08,PROD-108,1,36.37,20.0,Nordeste,CE,Boleto,0.05,78684
PED-013951,2025-05-29,PROD-122,3,253.8,139.59,Sudeste,RJ,Cartão de Crédito,0.02,54797
PED-013952,2025-03-26,PROD-103,3,583.54,455.16,Sudeste,SP,Boleto,0.02,31406
PED-013953,2025-01-01,PROD-106,3,200.68,110.37,Nordeste,BA,Cartão de Débito,0.02,80348
PED-013954,2025-03-19,PROD-105,2,438.13,341.74,Centro-Oeste,GO,Pix,0.05,57363
PED-013955,2025-12-02,PROD-123,3,209.33,115.13,Nordeste,PE,Cartão de Débito,0.02,93098
PED-013956,2025-03-09,PROD-128,2,120.52,66.29,Nordeste,CE,Pix,0.05,74440
PED-013957,2025-06-11,PROD-103,2,399.87,311.9,Sul,PR,Boleto,0.02,91401
PED-013958,2025-07-06,PROD-118,3,129.09,71.0,Nordeste,BA,Boleto,0.05,30800
PED-013959,2025-05-22,PROD-109,2,102.42,56.33,Nordeste,BA,Cartão de Crédito,0.05,88073
PED-013960,2025-03-06,PROD-115,2,138.79,76.33,Sul,PR,Pix,0.02,59981
PED-013961,2025-10-10,PROD-111,1,71.16,39.14,Sudeste,MG,Cartão de Crédito,0.02,37641
PED-013962,2025-12-22,PROD-105,3,632.64,493.46,Nordeste,CE,Cartão de Crédito,0.02,10966
PED-013963,2025-01-15,PROD-114,3,98.59,54.22,Centro-Oeste,GO,Cartão de Crédito,0.05,28877
PED-013964,2025-03-31,PROD-106,1,68.18,37.5,Sul,SC,Pix,0.02,34908
PED-013965,2025-01-04,PROD-111,1,79.56,43.76,Norte,AM,Cartão de Débito,0.02,78648
PED-013966,2025-10-30,PROD-106,1,40.29,22.16,Centro-Oeste,MS,Pix,0.02,95777
PED-013967,2025-01-29,PROD-111,3,118.88,65.38,Norte,PA,Pix,0.02,74211
PED-013968,2025-03-19,PROD-119,3,141.84,78.01,Norte,AM,Pix,0.02,67207
PED-013969,2025-06-13,PROD-131,2,339.82,265.06,Sudeste,SP,Pix,0.05,48794
PED-013970,2025-08-06,PROD-106,1,86.06,47.33,Norte,PA,Boleto,0.05,73877
PED-013971,2025-08-23,PROD-129,1,59.23,32.58,Sudeste,MG,Cartão de Débito,0.05,41150
PED-013972,2025-11-28,PROD-101,1,160.31,125.04,Nordeste,CE,Cartão de Débito,0.02,84093
PED-013973,2025-02-20,PROD-128,1,75.09,41.3,Sudeste,MG,Cartão de Débito,0.05,52232
PED-013974,2025-12-26,PROD-132,3,555.61,433.38,Sul,RS,Cartão de Crédito,0.02,94881
PED-013975,2025-12-26,PROD-135,3,563.62,439.62,Sudeste,MG,Cartão de Crédito,0.02,16266
PED-013976,2025-03-23,PROD-100,3,722.84,563.82,Nordeste,PE,Boleto,0.02,98443
PED-013977,2025-08-14,PROD-130,1,228.13,177.94,Nordeste,PE,Cartão de Crédito,0.05,77306
PED-013978,2025-08-13,PROD-108,3,167.2,91.96,Sudeste,SP,Boleto,0.05,90542
PED-013979,2025-02-03,PROD-103,1,243.18,189.68,Sudeste,MG,Boleto,0.02,14074
PED-013980,2025-02-15,PROD-105,1,173.12,135.03,Sudeste,RJ,Cartão de Crédito,0.02,19800
PED-013981,2025-07-17,PROD-101,1,157.4,122.77,Nordeste,PE,Boleto,0.02,81790
PED-013982,2025-01-05,PROD-103,2,450.92,351.72,Norte,AM,Cartão de Débito,0.05,49063
PED-013983,2025-05-02,PROD-133,3,509.31,397.26,Sudeste,SP,Boleto,0.05,91308
PED-013984,2025-12-25,PROD-130,2,428.66,334.35,Sul,PR,Cartão de Crédito,0.02,80404
PED-013985,2025-12-09,PROD-119,4,337.08,185.39,Sudeste,RJ,Boleto,0.02,75371
PED-013986,2025-09-30,PROD-130,2,317.52,247.67,Sudeste,SP,Pix,0.05,14974
PED-013987,2025-02-12,PROD-111,3,213.12,117.22,Sudeste,MG,Cartão de Crédito,0.05,59593
PED-013988,2025-11-18,PROD-116,2,118.19,65.0,Sul,SC,Pix,0.05,58339
PED-013989,2025-07-29,PROD-120,3,177.26,97.49,Sudeste,SP,Cartão de Crédito,0.05,29700
PED-013990,2025-07-28,PROD-129,1,88.89,48.89,Sul,SC,Cartão de Débito,0.05,22677
PED-013991,2025-11-05,PROD-112,3,202.8,111.54,Sul,RS,Cartão de Crédito,0.05,30696
PED-013992,2025-08-28,PROD-126,2,118.01,64.91,Norte,PA,Cartão de Crédito,0.05,91167
PED-013993,2025-05-18,PROD-117,3,185.08,101.79,Sudeste,SP,Cartão de Crédito,0.05,77881
PED-013994,2025-09-02,PROD-122,3,156.63,86.15,Sudeste,RJ,Boleto,0.05,77757
PED-013995,2025-12-17,PROD-113,2,87.39,48.06,Sudeste,RJ,Cartão de Crédito,0.02,29158
PED-013996,2025-10-04,PROD-127,2,86.97,47.83,Sudeste,SP,Boleto,0.02,37500
PED-013997,2025-09-07,PROD-127,3,104.72,57.6,Sudeste,SP,Boleto,0.05,85449
PED-013998,2025-05-26,PROD-105,2,493.56,384.98,Sudeste,RJ,Boleto,0.05,96909
PED-013999,2025-10-03,PROD-118,3,154.83,85.16,Sul,RS,Pix,0.02,58894
PED-014000,2025-04-09,PROD-127,3,117.8,64.79,Sul,SC,Boleto,0.05,74022
PED-014001,2025-09-23,PROD-101,2,406.07,316.73,Sul,RS,Cartão de Débito,0.02,77876
PED-014002,2025-05-16,PROD-112,1,31.99,17.59,Sul,PR,Cartão de Débito,0.02,95836
PED-014003,2025-10-05,PROD-106,1,69.67,38.32,Sudeste,SP,Boleto,0.02,45452
PED-014004,2025-04-05,PROD-100,3,477.71,372.61,Norte,AM,Cartão de Crédito,0.02,94984
PED-014005,2025-06-13,PROD-112,2,146.14,80.38,Nordeste,PE,Boleto,0.05,95319
PED-014006,2025-10-05,PROD-102,2,412.98,322.12,Sul,SC,Cartão de Crédito,0.05,90847
PED-014007,2025-05-10,PROD-102,1,240.25,187.4,Sul,RS,Cartão de Crédito,0.05,53555
PED-014008,2025-08-22,PROD-133,2,474.9,370.42,Nordeste,BA,Cartão de Débito,0.05,16134
PED-014009,2025-03-27,PROD-111,1,66.25,36.44,Sul,PR,Pix,0.02,18471
PED-014010,2025-08-20,PROD-125,2,156.95,86.32,Sudeste,RJ,Cartão de Crédito,0.02,23067
PED-014011,2025-08-28,PROD-130,3,671.51,523.78,Sudeste,RJ,Cartão de Débito,0.02,69330
PED-014012,2025-05-13,PROD-129,2,62.46,34.35,Norte,AM,Cartão de Débito,0.02,74861
PED-014013,2025-08-23,PROD-102,3,450.89,351.69,Sudeste,MG,Cartão de Crédito,0.05,58157
PED-014014,2025-08-06,PROD-120,2,162.11,89.16,Sudeste,RJ,Pix,0.05,47329
PED-014015,2025-09-21,PROD-126,2,151.72,83.45,Sudeste,SP,Cartão de Crédito,0.02,24212
PED-014016,2025-06-22,PROD-113,1,36.64,20.15,Nordeste,CE,Pix,0.02,70129
PED-014017,2025-09-22,PROD-113,3,247.13,135.92,Nordeste,PE,Pix,0.05,48432
PED-014018,2025-01-05,PROD-103,1,208.2,162.4,Sudeste,RJ,Cartão de Débito,0.02,71931
PED-014019,2025-08-07,PROD-114,1,58.46,32.15,Sudeste,SP,Cartão de Crédito,0.05,36384
PED-014020,2025-01-03,PROD-114,2,108.63,59.75,Sudeste,MG,Boleto,0.05,92274
PED-014021,2025-04-05,PROD-116,3,183.16,100.74,Sudeste,RJ,Boleto,0.05,84532
PED-014022,2025-04-13,PROD-105,1,235.44,183.64,Nordeste,PE,Cartão de Débito,0.02,39583
PED-014023,2025-03-20,PROD-119,1,43.94,24.17,Nordeste,CE,Boleto,0.02,98190
PED-014024,2025-07-22,PROD-114,2,112.55,61.9,Sul,SC,Boleto,0.02,32614
PED-014025,2025-09-29,PROD-112,2,178.69,98.28,Sudeste,MG,Cartão de Débito,0.05,75283
PED-014026,2025-07-04,PROD-100,3,509.79,397.64,Sul,PR,Boleto,0.02,15129
PED-014027,2025-11-25,PROD-127,3,209.8,115.39,Centro-Oeste,MT,Cartão de Crédito,0.05,87491
PED-014028,2025-10-28,PROD-118,1,69.7,38.34,Sudeste,RJ,Pix,0.05,60770
PED-014029,2025-01-26,PROD-112,3,247.91,136.35,Sul,SC,Boleto,0.05,41941
PED-014030,2025-01-17,PROD-105,1,162.24,126.55,Sudeste,SP,Cartão de Crédito,0.02,98299
PED-014031,2025-01-23,PROD-106,3,265.5,146.03,Centro-Oeste,MS,Cartão de Débito,0.05,48241
PED-014032,2025-02-22,PROD-134,2,368.53,287.45,Sudeste,RJ,Boleto,0.02,88163
PED-014033,2025-10-23,PROD-103,3,679.77,530.22,Sudeste,MG,Cartão de Crédito,0.05,93317
PED-014034,2025-07-22,PROD-108,1,31.49,17.32,Sudeste,MG,Pix,0.05,89150
PED-014035,2025-10-16,PROD-123,2,175.88,96.73,Nordeste,PE,Pix,0.05,96875
PED-014036,2025-08-11,PROD-114,2,124.64,68.55,Norte,AM,Cartão de Débito,0.02,75155
PED-014037,2025-10-31,PROD-119,1,39.64,21.8,Sudeste,SP,Cartão de Crédito,0.02,23518
PED-014038,2025-12-14,PROD-101,1,165.63,129.19,Sudeste,RJ,Cartão de Crédito,0.02,27817
PED-014039,2025-12-05,PROD-109,6,308.29,169.56,Centro-Oeste,GO,Cartão de Débito,0.05,24709
PED-014040,2025-06-22,PROD-128,3,157.25,86.49,Sudeste,SP,Cartão de Débito,0.05,69119
PED-014041,2025-11-25,PROD-111,3,149.71,82.34,Sudeste,RJ,Boleto,0.02,34621
PED-014042,2025-07-02,PROD-130,2,487.11,379.95,Nordeste,BA,Pix,0.05,79518
PED-014043,2025-10-07,PROD-107,1,80.53,44.29,Sudeste,SP,Cartão de Débito,0.05,94273
PED-014044,2025-02-25,PROD-124,1,86.11,47.36,Sudeste,RJ,Boleto,0.05,44044
PED-014045,2025-11-21,PROD-103,3,670.28,522.82,Sudeste,SP,Boleto,0.05,16951
PED-014046,2025-04-08,PROD-124,3,133.97,73.68,Nordeste,PE,Cartão de Débito,0.02,24309
PED-014047,2025-12-23,PROD-132,3,595.07,464.15,Sudeste,RJ,Cartão de Crédito,0.05,97813
PED-014048,2025-03-28,PROD-101,3,645.97,503.86,Nordeste,CE,Cartão de Crédito,0.02,27853
PED-014049,2025-05-21,PROD-112,3,92.15,50.68,Sudeste,SP,Cartão de Débito,0.02,83885
PED-014050,2025-02-18,PROD-111,1,49.78,27.38,Sul,PR,Boleto,0.05,34214
PED-014051,2025-04-10,PROD-123,3,179.48,98.71,Sudeste,MG,Pix,0.05,73184
PED-014052,2025-11-09,PROD-125,2,136.91,75.3,Sudeste,MG,Pix,0.05,60333
PED-014053,2025-02-10,PROD-108,3,136.58,75.12,Sul,SC,Cartão de Débito,0.02,64754
PED-014054,2025-12-10,PROD-114,2,117.14,64.43,Sul,SC,Cartão de Débito,0.05,53805
PED-014055,2025-08-16,PROD-135,3,474.44,370.06,Nordeste,PE,Cartão de Débito,0.02,24765
PED-014056,2025-04-04,PROD-134,2,314.23,245.1,Sul,RS,Cartão de Débito,0.05,88713
PED-014057,2025-06-28,PROD-105,1,217.16,169.38,Norte,AM,Cartão de Débito,0.05,17700
PED-014058,2025-05-29,PROD-116,2,175.48,96.51,Sul,RS,Boleto,0.05,97503
PED-014059,2025-06-05,PROD-111,2,101.33,55.73,Nordeste,CE,Cartão de Crédito,0.05,79882
PED-014060,2025-11-04,PROD-112,1,66.62,36.64,Sudeste,RJ,Cartão de Débito,0.05,38276
PED-014061,2025-06-24,PROD-119,3,223.69,123.03,Sudeste,MG,Boleto,0.02,93577
PED-014062,2025-01-31,PROD-132,2,427.21,333.22,Centro-Oeste,GO,Cartão de Débito,0.05,46603
PED-014063,2025-11-10,PROD-123,3,244.95,134.72,Sudeste,MG,Pix,0.05,16630
PED-014064,2025-03-06,PROD-104,2,421.4,328.69,Sudeste,SP,Boleto,0.05,94498
PED-014065,2025-06-19,PROD-108,1,88.33,48.58,Sudeste,MG,Boleto,0.02,95819
PED-014066,2025-07-25,PROD-106,1,87.91,48.35,Centro-Oeste,MT,Cartão de Débito,0.05,94151
PED-014067,2025-11-28,PROD-122,1,67.7,37.24,Sudeste,RJ,Pix,0.02,31403
PED-014068,2025-09-28,PROD-113,2,130.57,71.81,Nordeste,PE,Pix,0.05,70011
PED-014069,2025-04-16,PROD-103,3,489.62,381.9,Sul,RS,Cartão de Crédito,0.05,31178
PED-014070,2025-09-12,PROD-101,2,465.41,363.02,Sudeste,MG,Pix,0.02,95316
PED-014071,2025-03-30,PROD-130,1,152.39,118.86,Centro-Oeste,MS,Cartão de Crédito,0.05,47554
PED-014072,2025-09-02,PROD-127,2,116.12,63.87,Centro-Oeste,MS,Cartão de Crédito,0.05,24223
PED-014073,2025-08-02,PROD-116,1,85.82,47.2,Sul,SC,Pix,0.02,32036
PED-014074,2025-06-30,PROD-122,1,41.95,23.07,Nordeste,CE,Pix,0.02,98165
PED-014075,2025-04-25,PROD-102,1,159.26,124.22,Sudeste,RJ,Boleto,0.02,67876
PED-014076,2025-06-04,PROD-111,2,98.91,54.4,Norte,AM,Cartão de Crédito,0.02,50338
PED-014077,2025-12-13,PROD-128,2,73.12,40.22,Centro-Oeste,GO,Pix,0.05,92103
PED-014078,2025-04-22,PROD-112,2,147.14,80.93,Sul,PR,Cartão de Débito,0.05,78371
PED-014079,2025-06-13,PROD-124,1,32.19,17.7,Centro-Oeste,GO,Cartão de Crédito,0.02,70253
PED-014080,2025-12-24,PROD-107,5,256.21,140.92,Sudeste,SP,Cartão de Débito,0.02,67161
PED-014081,2025-12-15,PROD-120,6,461.05,253.58,Nordeste,BA,Cartão de Débito,0.05,86763
PED-014082,2025-05-16,PROD-117,2,137.1,75.41,Centro-Oeste,MT,Cartão de Crédito,0.05,53229
PED-014083,2025-07-22,PROD-128,2,77.05,42.38,Sul,PR,Cartão de Débito,0.05,29844
